company,review,language,type
Salesforce,"Una de las cosas que realmente aprecié fue el ambiente de trabajo colaborativo que se fomentaba. El empleador siempre alentaba la comunicación abierta y la retroalimentación constructiva. Se aseguraba de que todos nos sintiéramos escuchados y valorados, sin importar nuestro puesto o experiencia.

Además, este empleador se preocupaba genuinamente por nuestro desarrollo profesional y personal. Ofrecían oportunidades de capacitación y crecimiento, ya sea a través de cursos, seminarios web o programas de mentoría interna. También se tomaban el tiempo para conocernos individualmente, comprender nuestras metas y ayudarnos a alcanzarlas.

Otra cosa que destacaba era el equilibrio entre trabajo y vida personal que promovían. Aunque éramos una empresa enfocada en cumplir con nuestros objetivos, el empleador entendía la importancia de desconectar y recargar energías. Fomentaban horarios flexibles y un ambiente de trabajo que permitía a los empleados mantener un buen equilibrio entre su vida laboral y personal.",es,Pro
Salesforce,"A menudo, los objetivos y prioridades cambiaban sin previo aviso, lo que dificultaba la planificación y generaba confusión entre los empleados.",es,Con
Salesforce,"Sueldo, ambiente laboral, aprendizaje continuo",es,Pro
Salesforce,Ninguna por ahora en la empresa,es,Con
Salesforce,Beneficios buenos y oficinas buenas,es,Pro
Salesforce,"Cultura, cero confianza, hipócrita, muy político",es,Con
Salesforce,Las prestaciones y las comisiones,es,Pro
Salesforce,La cantidad de trabajo es mucha,es,Con
Salesforce,Es una empresa con varias prestaciones por encima de la ley,es,Pro
Salesforce,"Difícil crecer 
Varios líderes que no deberían de estar ahí
Peticiones sin sentido, el rol de BDR se ha vuelto muy administrativo",es,Con
Salesforce,Nos dan excelentes prestaciones y un sueldo muy competitivo,es,Pro
Salesforce,Es necesario tener un muy nivel para el puesto que vayas a aplicar,es,Con
Salesforce,Apoyan mucho el aprendizaje y hay apoyo entre compañeros para aprender o ayudar cuando hay dudas en proyectos. tienen buenas presentaciones y apoyo al ahorro. trabajas en proyectos internacionales,es,Pro
Salesforce,"El aprendizaje debe ser acelerado, en pocos meses se deben obtener varias certificaciones. a veces la presión de ser perfecto en el aprendizaje y en proyectos es pesada",es,Con
Salesforce,Buen sueldo y excelentes prestaciones,es,Pro
Salesforce,ninguna encontrada por el momento,es,Con
Salesforce,Beneficios de bienestar y sesiones de mental health,es,Pro
Salesforce,Al management se le olvida tu salud cuando se trata de numeros,pt,Con
Salesforce,"Prestaciones, sueldo, ambiente, vender solución #1",es,Pro
Salesforce,"Altamente competitivo, ir a la oficina muy seguido",es,Con
Salesforce,Buena compañía con un muy buen ambiente. La gente es muy divertida y la pasas bien,es,Pro
Salesforce,"Poco crecimiento en las áreas de success, mucho recorte de personal.",es,Con
Salesforce,Es una empresa con opciones de cambio de carrera dado que tiene muchos productos,es,Pro
Salesforce,Es un ambiente donde cada quien ve por su trabajo y no hay colaboración,es,Con
Salesforce,Todo es una excelente empresa,es,Pro
Salesforce,"Nada, estoy satisfecha con la empresa",es,Con
Salesforce,"Salario
Producto top
Gran Talento
Ecosistema fuerte",es,Pro
Salesforce,Tu manager (Regional Sales Director) y su manager (RVP) son piezas fundamentales para tu éxito o fracaso en una posición,es,Con
Salesforce,"Increíbles prestaciones
Buen ambiente de trabajo",es,Pro
Salesforce,Mucha presión en algunos roles,es,Con
Salesforce,Estás en las grandes ligas,es,Pro
Salesforce,Debes saber manejar la presión,es,Con
Salesforce,Beneficios y prestaciones muy por arriba del estándar,es,Pro
Salesforce,La comunicación por parte del liderazgo tiene muchas oportunidades de mejora,es,Con
Salesforce,"la empresa, la cultura, el ambiente son muy buenos",es,Pro
Salesforce,se tiene que tener total disponibilidad para viajar y eso puede ser cansado,es,Con
Salesforce,"Gran ambiente, proyectos intersantes y",es,Pro
Salesforce,Todo en orden hasta ahora,es,Con
Salesforce,"Cultura, crecimiento. Trato de los managers",es,Pro
Salesforce,Metas muy agresivas y cambio de liderazgo constante.,es,Con
Salesforce,"Es una empresa muy humana, tiene excelentes prestaciones, muy buenos sueldos y se preocupan porque el empleado tenga una buena experiencia",es,Pro
Salesforce,De pronto pueden ser un poco ambiciosos con los targets,es,Con
Salesforce,Empresa innovadora con múltiples prestaciones,es,Pro
Salesforce,Ambiente altamente competitivo en diferentes países,es,Con
Salesforce,Beneficios y prestaciones Ambiente laboral,es,Pro
Salesforce,Pacoc crecimiento en México fuera del área de ventas,es,Con
Salesforce,Excelente ambiente laboral y crecimiento,es,Pro
Salesforce,Ninguna desventaja he encontrado aún,es,Con
Salesforce,Good benefits if you have time to use them.,en,Pro
Salesforce,"Be prepared to work extra hours. Professional Services keeps getting pressure to growth, to generate more revenue but without hiring more personnel. People are tired.",en,Con
Salesforce,Buen ambiente laboral y benefits.,es,Pro
Salesforce,"En ocasiones, alto volumen de trabajo.",es,Con
Salesforce,"Beneficios al empleado, accesibilidad a la informacion",es,Pro
Salesforce,"Ambiente laboral pesado, sobre estresan a loos clientes",es,Con
Salesforce,empresa internacional con buen crecimiento,es,Pro
Salesforce,alta carga de trabajo en fin de mes,es,Con
Salesforce,"Muy buena emroresa, bunas prestaciones",es,Pro
Salesforce,Depende mucho de el jefe que te toque…,es,Con
Salesforce,"Buen ambiente laboral, prestaciones, balance.",es,Pro
Salesforce,Ninguna por el momento ya que tengo poco de haber ingresado,es,Con
Salesforce,Cultura y producto muy exitoso para el mercado,es,Pro
Salesforce,El market share es mucho y necesitamos más oportunidad de otras lineas de negocio,es,Con
Salesforce,Great benefits Great vision and product,en,Pro
Salesforce,There is arround 300 AEs in LATAM just arround 5% makes 100% quote or higher,en,Con
Salesforce,Compensación Buenos desafíos laborales Excelente equipo,es,Pro
Salesforce,Deterioro en equilibrio vida-trabajo Bajo nivel de soporte post venta Pobre ecosistema de partners,es,Con
Salesforce,Empresa en pleno crecimiento en LATAM,es,Pro
Salesforce,Modelo de ventas con poco accountability,es,Con
Salesforce,Muy buen sueldo y posibilidad de crecimiento,es,Pro
Salesforce,Pocas oportunidades de lograr entrar,es,Con
Salesforce,"Gran cultura en el corporativo, el mejor portafolio del mercado.",es,Pro
Salesforce,Hacer el número no es lo más importante; es prácticamente lo único. La cultura corporativa se ha perdido a nivel local.,es,Con
Salesforce,"Trabajar en Salesforce, cuando menos en México, es una experiencia maravillosa. Fue mi primer trabajo y todo el tiempo me sentí valorado, acompañado y bien remunerado en términos económicos. El equipo de liderazgo es muy capaz.",es,Pro
Salesforce,"Específicamente para México, la subsidiaria está enfocada exclusivamente en ventas, así que hacer un movimiento hacia otra división del negocio sería complicado o requeriría de conocimientos técnicos muy profundos. De cualquier manera, el path de carrera es claro, no es algo que te tome por sorpresa.",es,Con
Salesforce,Excelente exposición y crecimiento,es,Pro
Salesforce,"No hay aumento de sueldo/muy bajo conforme creces si se compara con el mercado.

Demasiado enfocada en resultados descuidando una estrategia clara de crecimiento. Poca inversión en marketing y exposición mediática.",es,Con
Salesforce,"-Buen ambiente
-Excelente solución, bien conocida, bien posicionada, reconocida en el mercado, lo que hace que las empresas te abran la puerta fácilmente y tengas oportunidad de hacer mejores negocios, en menor tiempo.
-Apoyo constante de otros equipos.",es,Pro
Salesforce,"-Es difícil separar el trabajo de la vida personal, debido al nivel que se requiere para pertenecer a Salesforce.
-Alto nivel de exigencia,",es,Con
Salesforce,"Me encanta como invierten en el personal que contratan con enablements, workshops y eventos que te forjan como profesionista 360.",es,Pro
Salesforce,No hay Home Office,en,Con
Salesforce,Nunca pensé que el ambiente laboral fuera una prestación real..... hasta que llegue a Salesforce!,es,Pro
Salesforce,"Ninguna , ninguna, no one, not at all!",tl,Con
Salesforce,"Proceso muy rápido y muy eficiente, entrevistas a profundidad con diferentes areas",es,Pro
Salesforce,Aún no comienzo en este empleo más comentarios pronto y poder dar más información,es,Con
Salesforce,"Excelentes valores, ambiente y personas.",es,Pro
Salesforce,El trabajo puede ser difícil y no se brinda la ayuda como debería ser.,es,Con
Salesforce,"Buenos sueldos, buenos bonos, prestaciones muy por arriba del mercado",es,Pro
Salesforce,Estres y carga laboral. Trabajo a des horas y un terrible onboarding,es,Con
